"","y","black","female","v.prev.full","age","edu","state","region.full"
"558",0,0,0,0.564000010490417,2,2,7,1
"559",1,0,1,0.614666640758514,4,1,17,2
"560",0,0,0,0.549333333969116,2,3,36,2
"561",1,0,0,0.521000027656555,2,4,50,2
"562",1,0,1,0.549333333969116,2,2,36,2
"563",1,0,0,0.477999985218048,4,4,22,1
"564",0,1,1,0.510999977588654,2,4,33,1
"565",1,0,1,0.521000027656555,1,4,50,2
"566",1,0,1,0.533666670322418,1,2,14,2
"567",1,0,1,0.554666697978973,1,4,23,2
"568",1,0,0,0.467000007629395,2,1,40,1
"569",1,0,0,0.614666640758514,2,3,17,2
"570",1,0,0,0.549333333969116,2,2,36,2
"571",1,0,0,0.477999985218048,2,4,22,1
"572",1,0,0,0.614666640758514,2,3,17,2
"573",0,0,1,0.521333336830139,4,2,39,1
"574",1,0,0,0.529333353042603,2,4,26,2
"575",0,1,1,0.537999987602234,3,2,19,3
"576",0,0,1,0.533666670322418,1,4,14,2
"577",1,0,0,0.549333333969116,3,2,36,2
"578",0,0,0,0.521000027656555,1,2,50,2
"579",0,0,1,0.533666670322418,2,2,14,2
"580",0,0,1,0.471333354711533,2,2,24,2
"581",0,0,1,0.521000027656555,2,2,50,2
"582",0,0,1,0.510999977588654,2,2,33,1
"583",1,0,0,0.471333354711533,1,2,24,2
"584",0,1,1,0.554666697978973,3,1,23,2
"585",1,0,1,0.586333334445953,2,2,15,2
"586",0,0,0,0.677333354949951,2,4,28,2
"587",0,0,0,0.549333333969116,2,4,36,2
"588",1,0,0,0.566999971866608,2,2,47,3
"589",0,0,0,0.510999977588654,2,4,33,1
"590",1,0,0,0.569666624069214,3,2,10,3
"591",0,0,0,0.506333351135254,3,4,43,3
"592",1,0,0,0.521000027656555,3,2,50,2
"593",1,0,0,0.549333333969116,3,1,36,2
"594",1,0,1,0.549333333969116,1,2,36,2
"595",1,0,0,0.521333336830139,1,3,39,1
"596",1,0,0,0.569666624069214,4,3,10,3
"597",1,0,1,0.566999971866608,4,4,47,3
"598",0,1,1,0.549333333969116,2,4,36,2
"599",1,0,1,0.529333353042603,3,3,26,2
"600",1,0,1,0.566999971866608,4,2,47,3
"601",1,0,1,0.524333357810974,3,2,18,3
"602",1,0,1,0.524999976158142,2,2,34,3
"603",0,0,0,0.510999977588654,3,4,33,1
"604",1,0,0,0.554666697978973,1,3,23,2
"605",1,0,1,0.533666670322418,2,2,14,2
"606",0,0,0,0.522666692733765,3,2,16,2
"607",0,1,1,0.540333330631256,4,1,25,3
"608",1,0,1,0.569666624069214,1,4,10,3
"609",0,0,0,0.488333344459534,2,4,4,3
"610",0,0,1,0.561333358287811,2,3,44,3
"611",0,0,1,0.483666658401489,2,2,49,1
"612",0,0,1,0.561333358287811,2,4,44,3
"613",1,0,0,0.483666658401489,3,3,49,1
"614",1,0,1,0.677333354949951,1,3,28,2
"615",0,0,1,0.510999977588654,1,1,33,1
"616",0,0,1,0.510999977588654,3,2,33,1
"617",1,0,1,0.569666624069214,4,4,10,3
"618",1,0,1,0.561333358287811,2,4,44,3
"619",1,0,0,0.471333354711533,2,2,24,2
"620",1,1,1,0.529333353042603,1,2,26,2
"621",0,1,0,0.451333343982697,1,1,11,3
"622",1,0,1,0.537999987602234,1,4,19,3
"623",0,1,1,0.152999997138977,4,2,9,5
"624",0,0,1,0.569666624069214,2,2,10,3
"625",0,0,0,0.521000027656555,1,3,50,2
"626",1,0,1,0.561333358287811,4,4,44,3
"627",0,1,0,0.561333358287811,2,3,44,3
"628",0,0,1,0.561333358287811,3,2,44,3
"629",0,0,0,0.521333336830139,1,2,39,1
"630",1,0,1,0.561333358287811,1,2,44,3
"631",1,0,0,0.566999971866608,4,2,47,3
"632",0,1,0,0.524999976158142,4,2,34,3
"633",1,0,0,0.561333358287811,3,2,44,3
"634",1,0,0,0.533666670322418,2,4,14,2
"635",0,0,1,0.524999976158142,4,2,34,3
"636",1,0,1,0.506333351135254,2,4,43,3
"637",1,0,0,0.521000027656555,3,2,50,2
"638",1,1,0,0.524333357810974,2,2,18,3
"639",1,0,0,0.524999976158142,3,2,34,3
"640",1,0,0,0.677333354949951,3,2,28,2
"641",1,0,0,0.561333358287811,4,3,44,3
"642",1,0,0,0.517333328723907,2,4,1,3
"643",0,1,1,0.566999971866608,3,4,47,3
"644",0,1,1,0.566999971866608,1,3,47,3
"645",1,0,1,0.569666624069214,1,3,10,3
"646",0,0,1,0.517333328723907,4,4,1,3
"647",0,0,1,0.524333357810974,4,1,18,3
"648",0,0,1,0.562000036239624,3,3,5,4
"649",0,0,1,0.561333358287811,2,2,44,3
"650",1,0,1,0.61300003528595,3,3,6,4
"651",1,0,1,0.488333344459534,4,2,4,3
"652",0,0,0,0.562000036239624,1,2,5,4
"653",1,0,1,0.561333358287811,4,4,44,3
"654",1,0,1,0.61300003528595,1,3,6,4
"655",0,0,0,0.569666624069214,3,2,10,3
"656",1,0,0,0.561333358287811,1,4,44,3
"657",1,0,1,0.646333336830139,3,2,3,4
"658",0,0,1,0.562000036239624,3,3,5,4
"659",0,0,0,0.451333343982697,2,4,11,3
"660",1,1,1,0.517333328723907,1,3,1,3
"661",1,0,1,0.569666624069214,4,2,10,3
"662",1,0,0,0.524999976158142,4,2,34,3
"663",1,0,0,0.571333348751068,3,2,32,4
"664",1,0,1,0.571333348751068,3,4,32,4
"665",1,0,1,0.562000036239624,2,2,5,4
"666",1,1,0,0.451333343982697,1,3,11,3
"667",0,0,1,0.539333343505859,3,1,38,4
"668",0,0,0,0.608666658401489,1,2,37,3
"669",0,0,1,0.471333354711533,2,3,24,2
"670",0,0,1,0.525333285331726,1,2,41,3
"671",0,0,1,0.571333348751068,2,4,32,4
"672",1,0,1,0.562000036239624,2,4,5,4
"673",1,0,1,0.562000036239624,2,4,5,4
"674",1,0,1,0.483666658401489,4,1,49,1
"675",1,0,0,0.521000027656555,2,2,50,2
"676",1,0,0,0.552333295345306,3,1,48,4
"677",0,0,1,0.517333328723907,2,3,1,3
"678",1,0,1,0.540333330631256,3,3,25,3
"679",1,0,1,0.506333351135254,3,3,43,3
"680",0,0,1,0.562000036239624,3,1,5,4
"681",1,0,0,0.552333295345306,4,2,48,4
"682",1,0,1,0.562000036239624,1,2,5,4
"683",1,0,0,0.562000036239624,1,3,5,4
"684",1,0,0,0.451333343982697,2,1,11,3
"685",0,0,1,0.646333336830139,4,4,3,4
"686",1,0,0,0.562000036239624,3,4,5,4
"687",0,0,1,0.562000036239624,2,4,5,4
"688",1,0,1,0.608666658401489,3,2,37,3
"689",0,0,1,0.631666660308838,3,2,29,4
"690",1,0,1,0.524333357810974,3,2,18,3
"691",1,0,0,0.61300003528595,2,4,6,4
"692",1,0,1,0.562000036239624,3,1,5,4
"693",0,0,1,0.522666692733765,3,1,16,2
"694",1,0,0,0.566999971866608,1,3,47,3
"695",1,0,1,0.561333358287811,2,1,44,3
"696",1,0,1,0.564000010490417,2,4,7,1
"697",0,0,0,0.562000036239624,4,1,5,4
"698",0,0,0,0.493999987840652,2,2,21,1
"699",0,0,1,0.561333358287811,4,2,44,3
"700",0,0,1,0.510999977588654,2,4,33,1
"701",0,0,1,0.539333343505859,2,3,38,4
"702",0,0,0,0.562000036239624,2,4,5,4
"703",0,1,1,0.569666624069214,2,3,10,3
"704",1,0,1,0.561333358287811,2,4,44,3
"705",0,0,0,0.646333336830139,1,3,3,4
"706",1,0,1,0.521333336830139,4,3,39,1
"707",1,0,1,0.562000036239624,2,3,5,4
"708",1,0,1,0.549333333969116,2,2,36,2
"709",1,1,0,0.510999977588654,1,2,33,1
"710",0,0,1,0.554666697978973,2,2,23,2
"711",1,0,1,0.524999976158142,3,2,34,3
"712",0,0,0,0.539333343505859,2,4,38,4
"713",0,0,1,0.586333334445953,1,2,15,2
"714",1,0,1,0.524999976158142,2,2,34,3
"715",0,0,0,0.554666697978973,1,2,23,2
"716",0,0,1,0.521333336830139,2,2,39,1
"717",0,1,0,0.510999977588654,2,4,33,1
"718",0,0,0,0.549333333969116,1,3,36,2
"719",1,0,0,0.608666658401489,3,1,37,3
"720",1,0,1,0.510999977588654,2,4,33,1
"721",1,0,0,0.552333295345306,2,4,48,4
"722",0,0,1,0.554666697978973,4,4,23,2
"723",1,0,0,0.524999976158142,3,1,34,3
"724",1,0,0,0.554666697978973,1,4,23,2
"725",1,0,1,0.533666670322418,3,2,14,2
"726",1,0,1,0.564000010490417,1,4,7,1
"727",0,0,0,0.521333336830139,3,2,39,1
"728",1,0,0,0.554666697978973,1,4,23,2
"729",0,0,1,0.561333358287811,4,4,44,3
"730",1,0,1,0.451333343982697,3,1,11,3
"731",1,0,1,0.569666624069214,3,2,10,3
"732",1,0,0,0.569666624069214,1,3,10,3
"733",1,0,1,0.614666640758514,2,2,17,2
"734",1,0,1,0.493999987840652,2,2,21,1
"735",1,0,1,0.614666640758514,1,4,17,2
"736",1,0,1,0.554666697978973,4,2,23,2
"737",1,0,0,0.533666670322418,2,4,14,2
"738",0,0,0,0.540333330631256,2,4,25,3
"739",0,0,1,0.528333365917206,1,4,8,1
"740",0,0,1,0.569666624069214,1,2,10,3
"741",0,0,0,0.569666624069214,3,2,10,3
"742",0,0,0,0.562000036239624,1,4,5,4
"743",0,0,0,0.510999977588654,1,3,33,1
"744",1,0,1,0.477999985218048,2,3,22,1
"745",1,0,1,0.569666624069214,2,3,10,3
"746",1,0,0,0.537999987602234,3,2,19,3
"747",1,0,0,0.646333336830139,1,4,3,4
"748",0,0,0,0.566999971866608,2,4,47,3
"749",0,0,1,0.539333343505859,2,2,38,4
"750",1,0,1,0.524333357810974,2,4,18,3
"751",1,0,1,0.525333285331726,3,2,41,3
"752",1,0,1,0.521000027656555,3,2,50,2
"753",1,0,1,0.571333348751068,3,4,32,4
"754",1,1,1,0.566999971866608,3,2,47,3
"755",1,0,0,0.540333330631256,1,4,25,3
"756",0,0,1,0.691666662693024,3,1,13,4
"757",0,0,1,0.554666697978973,4,1,23,2
"758",0,0,0,0.549333333969116,1,4,36,2
"759",1,0,0,0.561333358287811,2,4,44,3
"760",1,0,0,0.510999977588654,1,1,33,1
"761",1,0,0,0.477999985218048,2,3,22,1
"762",1,0,1,0.451333343982697,3,4,11,3
"763",0,0,0,0.552333295345306,2,2,48,4
"764",1,0,1,0.586333334445953,3,2,15,2
"765",1,0,0,0.61300003528595,1,3,6,4
"766",1,0,0,0.549333333969116,2,3,36,2
"767",0,0,0,0.451333343982697,2,3,11,3
"768",0,0,0,0.562000036239624,1,2,5,4
"769",1,0,1,0.561333358287811,2,4,44,3
"770",0,0,1,0.562000036239624,2,2,5,4
"771",0,0,1,0.533666670322418,2,3,14,2
"772",0,0,0,0.510999977588654,2,2,33,1
"773",1,0,1,0.562000036239624,2,2,5,4
"774",0,0,1,0.566999971866608,1,4,47,3
"775",0,0,1,0.61300003528595,4,3,6,4
"776",1,0,1,0.549333333969116,1,4,36,2
"777",0,1,1,0.561333358287811,3,2,44,3
"778",0,0,0,0.569666624069214,2,4,10,3
"779",0,0,1,0.510999977588654,3,4,33,1
"780",0,0,1,0.483666658401489,3,3,49,1
"781",0,0,0,0.521333336830139,2,4,39,1
"782",0,1,1,0.608666658401489,2,2,37,3
"783",1,0,1,0.506333351135254,4,2,43,3
"784",0,0,0,0.471333354711533,3,2,24,2
"785",0,1,0,0.537999987602234,3,1,19,3
"786",1,0,1,0.524333357810974,3,3,18,3
"787",1,0,0,0.529333353042603,3,3,26,2
"788",1,0,0,0.471333354711533,2,2,24,2
"789",0,0,1,0.510999977588654,3,3,33,1
"790",1,0,1,0.521333336830139,1,3,39,1
"791",1,1,1,0.510999977588654,2,2,33,1
"792",1,0,1,0.524999976158142,3,1,34,3
"793",1,0,1,0.566999971866608,1,2,47,3
"794",1,0,0,0.510999977588654,1,2,33,1
"795",1,0,0,0.646333336830139,2,4,3,4
"796",0,1,1,0.451333343982697,1,4,11,3
"797",1,0,1,0.562000036239624,2,2,5,4
"798",1,0,1,0.525333285331726,3,1,41,3
"799",1,0,1,0.506333351135254,1,2,43,3
"800",0,0,1,0.510999977588654,2,3,33,1
"801",1,0,0,0.477999985218048,2,3,22,1
"802",1,0,1,0.563333332538605,1,4,31,1
"803",1,0,0,0.506333351135254,3,3,43,3
"804",1,0,1,0.569666624069214,3,2,10,3
"805",1,1,1,0.506333351135254,1,2,43,3
"806",1,0,0,0.451333343982697,2,2,11,3
"807",0,0,1,0.61300003528595,1,3,6,4
"808",0,1,1,0.510999977588654,1,3,33,1
"809",0,0,1,0.537999987602234,1,4,19,3
"810",1,0,0,0.638999998569489,1,2,30,1
"811",1,0,0,0.525333285331726,2,2,41,3
"812",1,0,1,0.549333333969116,2,2,36,2
"813",1,0,0,0.521333336830139,3,2,39,1
"814",0,0,0,0.544666647911072,2,2,20,1
"815",0,0,1,0.524999976158142,3,2,34,3
"816",0,0,1,0.533666670322418,3,2,14,2
"817",0,0,0,0.61300003528595,2,4,6,4
"818",1,0,0,0.533666670322418,3,4,14,2
"819",0,0,1,0.552333295345306,1,3,48,4
"820",1,0,1,0.562000036239624,2,2,5,4
"821",1,0,0,0.506333351135254,2,3,43,3
"822",1,0,0,0.451333343982697,2,3,11,3
"823",1,0,0,0.554666697978973,3,4,23,2
"824",1,1,1,0.563333332538605,1,2,31,1
"825",0,0,0,0.477999985218048,1,4,22,1
"826",0,0,0,0.562000036239624,2,2,5,4
"827",1,0,1,0.562000036239624,2,4,5,4
"828",1,0,0,0.569666624069214,2,3,10,3
"829",1,0,0,0.561333358287811,1,3,44,3
"830",0,0,0,0.521333336830139,1,4,39,1
"831",0,0,0,0.510999977588654,4,2,33,1
"832",1,0,1,0.525333285331726,4,3,41,3
"833",0,0,0,0.554666697978973,1,4,23,2
"834",0,0,0,0.566999971866608,2,4,47,3
"835",1,0,1,0.521333336830139,3,3,39,1
"836",1,0,1,0.524333357810974,3,2,18,3
"837",1,0,0,0.521333336830139,1,2,39,1
"838",0,1,1,0.510999977588654,1,3,33,1
"839",0,0,1,0.525333285331726,2,4,41,3
"840",0,0,0,0.566999971866608,1,3,47,3
"841",1,0,0,0.562000036239624,2,1,5,4
"842",1,0,1,0.646333336830139,2,2,3,4
"843",1,0,0,0.632333338260651,2,4,35,2
"844",1,0,1,0.510999977588654,2,3,33,1
"845",1,0,0,0.524333357810974,2,4,18,3
"846",1,0,1,0.562000036239624,2,3,5,4
"847",1,0,1,0.569666624069214,2,3,10,3
"848",1,0,0,0.569666624069214,2,3,10,3
"849",1,0,1,0.517333328723907,2,4,1,3
"850",1,0,0,0.549333333969116,3,4,36,2
"851",0,0,1,0.561333358287811,2,4,44,3
"852",0,0,0,0.561333358287811,3,2,44,3
"853",0,0,1,0.539333343505859,1,1,38,4
"854",0,0,1,0.510999977588654,2,4,33,1
"855",0,0,1,0.562000036239624,4,2,5,4
"856",0,1,1,0.561333358287811,2,3,44,3
"857",0,0,0,0.552333295345306,1,2,48,4
"858",0,1,1,0.525333285331726,2,3,41,3
"859",0,0,1,0.510999977588654,2,4,33,1
"860",0,0,0,0.522666692733765,2,2,16,2
"861",0,0,1,0.562000036239624,1,2,5,4
"862",0,0,1,0.561333358287811,2,3,44,3
"863",0,0,1,0.569666624069214,1,3,10,3
"864",1,0,0,0.521333336830139,1,2,39,1
"865",1,0,0,0.569666624069214,2,4,10,3
"866",1,0,0,0.510999977588654,2,4,33,1
"867",0,0,0,0.569666624069214,3,2,10,3
"868",1,0,0,0.517333328723907,1,2,1,3
"869",1,0,1,0.525333285331726,3,1,41,3
"870",1,0,0,0.563333332538605,2,4,31,1
"871",0,0,1,0.506333351135254,2,2,43,3
"872",1,0,1,0.506333351135254,2,1,43,3
"873",0,0,0,0.549333333969116,2,3,36,2
"874",0,0,1,0.510999977588654,1,1,33,1
"875",1,0,0,0.586333334445953,2,2,15,2
"876",1,0,1,0.561333358287811,2,2,44,3
"877",1,0,0,0.549333333969116,1,2,36,2
"878",1,0,0,0.569666624069214,3,2,10,3
"879",0,0,0,0.467000007629395,3,3,40,1
"880",0,0,1,0.506333351135254,4,1,43,3
"881",1,0,0,0.562000036239624,2,4,5,4
"882",0,0,1,0.562000036239624,4,3,5,4
"883",0,0,1,0.517333328723907,2,3,1,3
"884",1,0,0,0.467000007629395,1,3,40,1
"885",1,0,1,0.569666624069214,4,2,10,3
"886",0,0,1,0.533666670322418,2,4,14,2
"887",1,0,1,0.552333295345306,2,3,48,4
"888",1,0,1,0.521333336830139,1,2,39,1
"889",0,0,1,0.563333332538605,3,4,31,1
"890",0,0,0,0.483666658401489,2,3,49,1
"891",1,0,0,0.561333358287811,3,3,44,3
"892",0,1,0,0.451333343982697,2,2,11,3
"893",1,0,0,0.549333333969116,2,4,36,2
"894",0,0,1,0.533666670322418,2,1,14,2
"895",0,0,1,0.569666624069214,4,2,10,3
"896",0,0,0,0.562000036239624,2,4,5,4
"897",0,1,0,0.510999977588654,1,4,33,1
"898",0,0,1,0.533666670322418,1,4,14,2
"899",0,0,0,0.477999985218048,2,2,22,1
"900",0,0,1,0.510999977588654,2,2,33,1
"901",1,0,0,0.564000010490417,2,4,7,1
"902",0,1,1,0.554666697978973,1,2,23,2
"903",1,0,1,0.451333343982697,1,2,11,3
"904",1,0,1,0.510999977588654,4,2,33,1
"905",0,0,0,0.549333333969116,3,3,36,2
"906",0,0,0,0.477999985218048,1,1,22,1
"907",0,0,1,0.533666670322418,2,2,14,2
"908",0,0,1,0.554666697978973,3,3,23,2
"909",1,0,1,0.451333343982697,2,1,11,3
"910",1,0,1,0.561333358287811,1,3,44,3
"911",1,0,1,0.549333333969116,1,2,36,2
"912",0,0,1,0.563333332538605,2,3,31,1
"913",1,0,1,0.549333333969116,3,3,36,2
"914",0,0,1,0.510999977588654,3,3,33,1
"915",0,0,1,0.510999977588654,4,4,33,1
"916",0,0,1,0.562000036239624,3,4,5,4
"917",0,0,0,0.493999987840652,2,2,21,1
"918",1,0,1,0.563333332538605,1,4,31,1
"919",0,1,1,0.554666697978973,2,3,23,2
"920",0,0,1,0.544666647911072,4,4,20,1
"921",0,1,1,0.561333358287811,1,3,44,3
"922",1,0,0,0.539333343505859,4,1,38,4
"923",0,0,0,0.564000010490417,3,2,7,1
"924",1,0,0,0.61300003528595,3,4,6,4
"925",0,0,0,0.562000036239624,4,1,5,4
"926",1,0,1,0.517333328723907,4,2,1,3
"927",0,0,1,0.562000036239624,2,3,5,4
"928",0,0,1,0.561333358287811,2,2,44,3
"929",0,0,1,0.521333336830139,3,4,39,1
"930",1,0,0,0.563333332538605,1,2,31,1
"931",1,0,0,0.477999985218048,1,4,22,1
"932",0,0,1,0.563333332538605,2,4,31,1
"933",0,0,0,0.522666692733765,2,4,16,2
"934",0,0,1,0.569666624069214,4,1,10,3
"935",0,1,1,0.61300003528595,3,4,6,4
"936",0,0,1,0.608666658401489,2,1,37,3
"937",1,0,1,0.533666670322418,4,2,14,2
"938",1,0,1,0.562000036239624,2,2,5,4
"939",1,0,0,0.552333295345306,4,2,48,4
"940",1,0,1,0.608666658401489,1,3,37,3
"941",1,0,1,0.549333333969116,3,3,36,2
"942",0,1,0,0.493999987840652,3,2,21,1
"943",1,0,1,0.562000036239624,2,3,5,4
"944",0,0,1,0.562000036239624,4,1,5,4
"945",0,0,0,0.493999987840652,1,3,21,1
"946",0,0,0,0.562000036239624,3,4,5,4
"947",1,0,1,0.561333358287811,2,2,44,3
"948",1,0,1,0.539333343505859,3,2,38,4
"949",0,0,1,0.533666670322418,2,2,14,2
"950",0,0,0,0.569666624069214,1,4,10,3
"951",1,0,0,0.562000036239624,2,2,5,4
"952",0,1,1,0.569666624069214,4,1,10,3
"953",0,0,0,0.477999985218048,4,2,22,1
"954",1,0,0,0.477999985218048,2,4,22,1
"955",1,0,0,0.521333336830139,2,2,39,1
"956",0,0,1,0.524999976158142,2,2,34,3
"957",1,0,1,0.510999977588654,1,2,33,1
"958",1,0,1,0.521333336830139,1,4,39,1
"959",1,0,1,0.569666624069214,3,2,10,3
"960",0,0,0,0.510999977588654,3,4,33,1
"961",0,1,1,0.561333358287811,2,2,44,3
"962",0,1,1,0.540333330631256,3,1,25,3
"963",1,0,0,0.562000036239624,3,2,5,4
"964",1,0,0,0.552333295345306,3,4,48,4
"965",1,0,1,0.569666624069214,4,2,10,3
"966",1,0,1,0.549333333969116,4,1,36,2
"967",1,0,0,0.467000007629395,3,3,40,1
"968",1,0,1,0.646333336830139,3,3,3,4
"969",1,0,0,0.646333336830139,3,3,3,4
"970",1,0,0,0.549333333969116,2,2,36,2
"971",1,1,1,0.562000036239624,4,2,5,4
"972",1,0,0,0.524999976158142,2,4,34,3
"973",1,0,0,0.569666624069214,4,1,10,3
"974",1,0,0,0.537999987602234,3,2,19,3
"975",0,0,0,0.562000036239624,4,1,5,4
"976",1,0,1,0.471333354711533,2,3,24,2
"977",0,0,0,0.677333354949951,4,1,28,2
"978",0,0,1,0.517333328723907,4,1,1,3
"979",1,0,1,0.506333351135254,1,2,43,3
"980",0,0,0,0.539333343505859,4,1,38,4
"981",1,0,1,0.562000036239624,3,4,5,4
"982",1,0,1,0.562000036239624,3,4,5,4
"983",0,0,0,0.521333336830139,3,2,39,1
"984",1,0,1,0.510999977588654,2,4,33,1
"985",0,0,1,0.561333358287811,4,1,44,3
"986",1,0,1,0.524999976158142,3,2,34,3
"987",0,0,0,0.569666624069214,4,3,10,3
"988",0,1,1,0.566999971866608,2,4,47,3
"989",1,0,0,0.566999971866608,3,2,47,3
"990",0,0,0,0.562000036239624,2,3,5,4
"991",1,0,1,0.561333358287811,3,3,44,3
"992",1,0,1,0.537999987602234,4,3,19,3
"993",0,0,1,0.524333357810974,3,1,18,3
"994",0,0,1,0.549333333969116,3,2,36,2
"995",1,0,1,0.549333333969116,3,2,36,2
"996",0,0,0,0.524333357810974,1,2,18,3
"997",0,0,1,0.549333333969116,2,4,36,2
"998",0,0,1,0.569666624069214,4,1,10,3
"999",1,0,0,0.614666640758514,2,4,17,2
"1000",1,0,1,0.521333336830139,3,2,39,1
"1001",0,1,1,0.521333336830139,2,3,39,1
"1002",1,0,0,0.451333343982697,2,2,11,3
"1003",1,0,0,0.552333295345306,2,2,48,4
"1004",0,0,1,0.552333295345306,2,3,48,4
"1005",1,0,0,0.691666662693024,2,4,13,4
"1006",0,0,1,0.562000036239624,2,4,5,4
"1007",0,0,1,0.554666697978973,1,2,23,2
"1008",0,0,0,0.549333333969116,3,3,36,2
"1009",1,0,0,0.569666624069214,4,4,10,3
"1010",1,0,0,0.510999977588654,4,2,33,1
"1011",1,0,1,0.521000027656555,1,2,50,2
"1012",1,0,0,0.506333351135254,2,4,43,3
"1013",0,0,1,0.554666697978973,3,2,23,2
"1014",0,0,1,0.549333333969116,3,2,36,2
"1015",1,0,0,0.451333343982697,2,4,11,3
"1016",0,1,1,0.521000027656555,2,4,50,2
"1017",0,0,0,0.471333354711533,2,2,24,2
"1018",0,0,0,0.477999985218048,1,4,22,1
"1019",1,0,1,0.533666670322418,2,4,14,2
"1020",0,0,1,0.614666640758514,4,2,17,2
"1021",0,0,1,0.510999977588654,2,4,33,1
"1022",0,0,0,0.586333334445953,1,1,15,2
"1023",0,0,0,0.632333338260651,2,2,35,2
"1024",0,0,0,0.537999987602234,2,4,19,3
"1025",0,0,1,0.510999977588654,1,3,33,1
"1026",0,0,0,0.562000036239624,1,2,5,4
"1027",0,0,1,0.521000027656555,1,3,50,2
"1028",1,0,0,0.562000036239624,1,3,5,4
"1029",0,0,1,0.569666624069214,3,2,10,3
"1030",0,0,1,0.533666670322418,2,2,14,2
"1031",0,1,1,0.529333353042603,1,2,26,2
"1032",1,0,0,0.549333333969116,2,3,36,2
"1033",1,0,1,0.533666670322418,4,4,14,2
"1034",0,0,1,0.483666658401489,1,4,49,1
"1035",1,0,1,0.563333332538605,1,2,31,1
"1036",1,0,1,0.521333336830139,3,2,39,1
"1037",1,0,1,0.561333358287811,2,3,44,3
"1038",1,0,0,0.493999987840652,3,4,21,1
"1039",1,0,1,0.569666624069214,4,4,10,3
"1040",1,0,0,0.517333328723907,2,2,1,3
"1041",1,0,0,0.569666624069214,1,2,10,3
"1042",1,0,1,0.566999971866608,3,4,47,3
"1043",1,0,0,0.569666624069214,4,2,10,3
"1044",1,0,1,0.506333351135254,2,1,43,3
"1045",0,1,1,0.451333343982697,2,2,11,3
"1046",1,0,1,0.569666624069214,2,4,10,3
"1047",1,0,0,0.517333328723907,4,1,1,3
"1048",1,0,1,0.510999977588654,2,2,33,1
"1049",1,0,1,0.569666624069214,4,2,10,3
"1050",0,0,1,0.493999987840652,4,1,21,1
"1051",1,0,1,0.517333328723907,3,1,1,3
"1052",0,0,0,0.561333358287811,3,2,44,3
"1053",0,0,0,0.493999987840652,2,4,21,1
"1054",1,0,1,0.566999971866608,4,4,47,3
"1055",0,1,1,0.524999976158142,3,1,34,3
"1056",0,0,0,0.510999977588654,1,4,33,1
"1057",1,0,1,0.566999971866608,3,2,47,3
"1058",1,0,0,0.521333336830139,2,4,39,1
"1059",1,0,1,0.524333357810974,2,1,18,3
"1060",1,0,1,0.566999971866608,4,3,47,3
"1061",1,0,0,0.561333358287811,2,4,44,3
"1062",0,0,0,0.525333285331726,2,4,41,3
"1063",1,0,1,0.566999971866608,3,4,47,3
"1064",0,0,0,0.529333353042603,4,2,26,2
"1065",1,0,1,0.569666624069214,1,4,10,3
"1066",1,0,1,0.561333358287811,2,3,44,3
"1067",1,0,1,0.569666624069214,4,3,10,3
"1068",1,0,0,0.506333351135254,3,2,43,3
"1069",1,0,0,0.483666658401489,1,2,49,1
"1070",1,0,0,0.566999971866608,1,3,47,3
"1071",1,0,1,0.525333285331726,2,2,41,3
"1072",0,0,1,0.524333357810974,3,4,18,3
"1073",0,0,1,0.569666624069214,3,2,10,3
"1074",1,0,1,0.598666667938232,1,4,42,2
"1075",0,0,0,0.477999985218048,4,1,22,1
"1076",1,0,1,0.566999971866608,4,4,47,3
"1077",0,1,1,0.493999987840652,3,2,21,1
"1078",1,0,1,0.564000010490417,3,3,7,1
"1079",1,1,1,0.525333285331726,3,1,41,3
"1080",1,0,0,0.569666624069214,2,2,10,3
"1081",1,0,1,0.493999987840652,4,2,21,1
"1082",1,0,1,0.563333332538605,2,4,31,1
"1083",0,0,0,0.451333343982697,3,3,11,3
"1084",1,0,1,0.614666640758514,3,4,17,2
"1085",1,0,0,0.524999976158142,1,1,34,3
"1086",1,0,1,0.451333343982697,2,3,11,3
"1087",0,1,1,0.561333358287811,2,2,44,3
"1088",0,1,0,0.525333285331726,2,4,41,3
"1089",0,1,0,0.493999987840652,4,1,21,1
"1090",1,0,1,0.529333353042603,2,2,26,2
"1091",1,0,1,0.510999977588654,1,3,33,1
"1092",1,0,1,0.563333332538605,2,2,31,1
"1093",0,0,1,0.510999977588654,2,4,33,1
"1094",0,0,0,0.488333344459534,4,1,4,3
"1095",0,0,1,0.510999977588654,2,4,33,1
"1096",1,0,0,0.521000027656555,2,1,50,2
"1097",0,0,1,0.563333332538605,1,4,31,1
"1098",0,0,1,0.522666692733765,2,3,16,2
"1099",1,0,0,0.569666624069214,2,4,10,3
"1100",1,0,0,0.552333295345306,3,2,48,4
"1101",1,0,0,0.510999977588654,2,4,33,1
"1102",1,0,1,0.563333332538605,2,4,31,1
"1103",0,0,0,0.510999977588654,2,3,33,1
"1104",0,0,1,0.540333330631256,1,4,25,3
"1105",0,0,0,0.488333344459534,3,3,4,3
"1106",0,1,0,0.510999977588654,3,1,33,1
"1107",0,0,0,0.471333354711533,3,2,24,2
"1108",0,0,1,0.549333333969116,3,2,36,2
"1109",1,0,0,0.566999971866608,2,4,47,3
"1110",1,0,1,0.564000010490417,1,4,7,1
"1111",1,0,1,0.510999977588654,1,2,33,1
